PollingUnitID,State,LGA,Ward,ElectionYear,RegisteredVoters,PartyAVotes,PartyBVotes,PartyCVotes,TotalVotesCast,MergeKey,Tunout Percentage,Anomaly Flag,IncidentCount,Avg SeverityScore,Country,RiskCategory,Location
PU594,Kano,Fagge,Ward BG,2023,880,435,415,15,865,Fagge-Kano-2023,98.29545455,Normal,12,4.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU599,Rivers,Obio/Akpor,Ward BP,2023,1120,555,535,15,1105,Obio/Akpor-Rivers-2023,98.66071429,Normal,12,4.833333333,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU703,Rivers,Obio/Akpor,Ward CD,2023,1020,505,485,15,1005,Obio/Akpor-Rivers-2023,98.52941176,Normal,12,4.833333333,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU706,Kano,Fagge,Ward BT,2023,770,380,360,15,755,Fagge-Kano-2023,98.05194805,Normal,12,4.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU711,Rivers,Obio/Akpor,Ward CE,2023,1030,510,490,15,1015,Obio/Akpor-Rivers-2023,98.54368932,Normal,12,4.833333333,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU714,Kano,Fagge,Ward BU,2023,780,385,365,15,765,Fagge-Kano-2023,98.07692308,Normal,12,4.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU719,Rivers,Obio/Akpor,Ward CF,2023,1040,515,495,15,1025,Obio/Akpor-Rivers-2023,98.55769231,Normal,12,4.833333333,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU722,Kano,Fagge,Ward BV,2023,790,390,370,15,775,Fagge-Kano-2023,98.10126582,Normal,12,4.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU727,Rivers,Obio/Akpor,Ward CG,2023,1050,520,500,15,1035,Obio/Akpor-Rivers-2023,98.57142857,Normal,12,4.833333333,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU730,Kano,Fagge,Ward BW,2023,800,395,375,15,785,Fagge-Kano-2023,98.125,Normal,12,4.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU735,Rivers,Obio/Akpor,Ward CH,2023,1060,525,505,15,1045,Obio/Akpor-Rivers-2023,98.58490566,Normal,12,4.833333333,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU738,Kano,Fagge,Ward BX,2023,810,400,380,15,795,Fagge-Kano-2023,98.14814815,Normal,12,4.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU743,Rivers,Obio/Akpor,Ward CI,2023,1070,530,510,15,1055,Obio/Akpor-Rivers-2023,98.59813084,Normal,12,4.833333333,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU746,Kano,Fagge,Ward BY,2023,820,405,385,15,805,Fagge-Kano-2023,98.17073171,Normal,12,4.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU751,Rivers,Obio/Akpor,Ward CJ,2023,1080,535,515,15,1065,Obio/Akpor-Rivers-2023,98.61111111,Normal,12,4.833333333,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU754,Kano,Fagge,Ward BZ,2023,830,410,390,15,815,Fagge-Kano-2023,98.19277108,Normal,12,4.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU759,Rivers,Obio/Akpor,Ward CK,2023,1090,540,520,15,1075,Obio/Akpor-Rivers-2023,98.62385321,Normal,12,4.833333333,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU762,Kano,Fagge,Ward CA,2023,840,415,395,15,825,Fagge-Kano-2023,98.21428571,Normal,12,4.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU767,Rivers,Obio/Akpor,Ward CL,2023,1100,545,525,15,1085,Obio/Akpor-Rivers-2023,98.63636364,Normal,12,4.833333333,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU770,Kano,Fagge,Ward CB,2023,850,420,400,15,835,Fagge-Kano-2023,98.23529412,Normal,12,4.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU775,Rivers,Obio/Akpor,Ward CM,2023,1110,550,530,15,1095,Obio/Akpor-Rivers-2023,98.64864865,Normal,12,4.833333333,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU778,Kano,Fagge,Ward CC,2023,860,425,405,15,845,Fagge-Kano-2023,98.25581395,Normal,12,4.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU783,Rivers,Obio/Akpor,Ward CN,2023,1120,555,535,15,1105,Obio/Akpor-Rivers-2023,98.66071429,Normal,12,4.833333333,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU786,Kano,Fagge,Ward CD,2023,870,430,410,15,855,Fagge-Kano-2023,98.27586207,Normal,12,4.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU791,Rivers,Obio/Akpor,Ward CO,2023,1130,560,540,15,1115,Obio/Akpor-Rivers-2023,98.67256637,Normal,12,4.833333333,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU794,Kano,Fagge,Ward CE,2023,880,435,415,15,865,Fagge-Kano-2023,98.29545455,Normal,12,4.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU799,Rivers,Obio/Akpor,Ward CP,2023,1140,565,545,15,1125,Obio/Akpor-Rivers-2023,98.68421053,Normal,12,4.833333333,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU903,Rivers,Obio/Akpor,Ward DD,2023,1020,505,485,15,1005,Obio/Akpor-Rivers-2023,98.52941176,Normal,12,4.833333333,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU906,Kano,Fagge,Ward CR,2023,770,380,360,15,755,Fagge-Kano-2023,98.05194805,Normal,12,4.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU911,Rivers,Obio/Akpor,Ward DE,2023,1030,510,490,15,1015,Obio/Akpor-Rivers-2023,98.54368932,Normal,12,4.833333333,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU914,Kano,Fagge,Ward CS,2023,780,385,365,15,765,Fagge-Kano-2023,98.07692308,Normal,12,4.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU919,Rivers,Obio/Akpor,Ward DF,2023,1040,515,495,15,1025,Obio/Akpor-Rivers-2023,98.55769231,Normal,12,4.833333333,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU922,Kano,Fagge,Ward CT,2023,790,390,370,15,775,Fagge-Kano-2023,98.10126582,Normal,12,4.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU927,Rivers,Obio/Akpor,Ward DG,2023,1050,520,500,15,1035,Obio/Akpor-Rivers-2023,98.57142857,Normal,12,4.833333333,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU930,Kano,Fagge,Ward CU,2023,800,395,375,15,785,Fagge-Kano-2023,98.125,Normal,12,4.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU935,Rivers,Obio/Akpor,Ward DH,2023,1060,525,505,15,1045,Obio/Akpor-Rivers-2023,98.58490566,Normal,12,4.833333333,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU938,Kano,Fagge,Ward CV,2023,810,400,380,15,795,Fagge-Kano-2023,98.14814815,Normal,12,4.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU943,Rivers,Obio/Akpor,Ward DI,2023,1070,530,510,15,1055,Obio/Akpor-Rivers-2023,98.59813084,Normal,12,4.833333333,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU946,Kano,Fagge,Ward CW,2023,820,405,385,15,805,Fagge-Kano-2023,98.17073171,Normal,12,4.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU951,Rivers,Obio/Akpor,Ward DJ,2023,1080,535,515,15,1065,Obio/Akpor-Rivers-2023,98.61111111,Normal,12,4.833333333,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU954,Kano,Fagge,Ward CX,2023,830,410,390,15,815,Fagge-Kano-2023,98.19277108,Normal,12,4.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU959,Rivers,Obio/Akpor,Ward DK,2023,1090,540,520,15,1075,Obio/Akpor-Rivers-2023,98.62385321,Normal,12,4.833333333,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU962,Kano,Fagge,Ward CY,2023,840,415,395,15,825,Fagge-Kano-2023,98.21428571,Normal,12,4.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU967,Rivers,Obio/Akpor,Ward DL,2023,1100,545,525,15,1085,Obio/Akpor-Rivers-2023,98.63636364,Normal,12,4.833333333,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU970,Kano,Fagge,Ward CZ,2023,850,420,400,15,835,Fagge-Kano-2023,98.23529412,Normal,12,4.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU975,Rivers,Obio/Akpor,Ward DM,2023,1110,550,530,15,1095,Obio/Akpor-Rivers-2023,98.64864865,Normal,12,4.833333333,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU978,Kano,Fagge,Ward DA,2023,860,425,405,15,845,Fagge-Kano-2023,98.25581395,Normal,12,4.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU983,Rivers,Obio/Akpor,Ward DN,2023,1120,555,535,15,1105,Obio/Akpor-Rivers-2023,98.66071429,Normal,12,4.833333333,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU986,Kano,Fagge,Ward DB,2023,870,430,410,15,855,Fagge-Kano-2023,98.27586207,Normal,12,4.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU991,Rivers,Obio/Akpor,Ward DO,2023,1130,560,540,15,1115,Obio/Akpor-Rivers-2023,98.67256637,Normal,12,4.833333333,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU994,Kano,Fagge,Ward DC,2023,880,435,415,15,865,Fagge-Kano-2023,98.29545455,Normal,12,4.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU999,Rivers,Obio/Akpor,Ward DP,2023,1140,565,545,15,1125,Obio/Akpor-Rivers-2023,98.68421053,Normal,12,4.833333333,Nigeria,Medium Score,"Obio/Akpor,Rivers,Nigeria"
PU406,Kano,Fagge,Ward AJ,2019,650,320,300,15,635,Fagge-Kano-2019,97.69230769,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU414,Kano,Fagge,Ward AK,2019,660,325,305,15,645,Fagge-Kano-2019,97.72727273,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU422,Kano,Fagge,Ward AL,2019,670,330,310,15,655,Fagge-Kano-2019,97.76119403,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU430,Kano,Fagge,Ward AM,2019,680,335,315,15,665,Fagge-Kano-2019,97.79411765,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU438,Kano,Fagge,Ward AN,2019,690,340,320,15,675,Fagge-Kano-2019,97.82608696,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU446,Kano,Fagge,Ward AO,2019,700,345,325,15,685,Fagge-Kano-2019,97.85714286,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU454,Kano,Fagge,Ward AP,2019,710,350,330,15,695,Fagge-Kano-2019,97.88732394,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU462,Kano,Fagge,Ward AQ,2019,720,355,335,15,705,Fagge-Kano-2019,97.91666667,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU470,Kano,Fagge,Ward AR,2019,730,360,340,15,715,Fagge-Kano-2019,97.94520548,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU478,Kano,Fagge,Ward AS,2019,740,365,345,15,725,Fagge-Kano-2019,97.97297297,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU486,Kano,Fagge,Ward AT,2019,750,370,350,15,735,Fagge-Kano-2019,98,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU494,Kano,Fagge,Ward AU,2019,760,375,355,15,745,Fagge-Kano-2019,98.02631579,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU505,Lagos,Eti-Osa,Ward AX,2023,710,350,330,15,695,Eti-Osa-Lagos-2023,97.88732394,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU513,Lagos,Eti-Osa,Ward AY,2023,720,355,335,15,705,Eti-Osa-Lagos-2023,97.91666667,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU521,Lagos,Eti-Osa,Ward AZ,2023,730,360,340,15,715,Eti-Osa-Lagos-2023,97.94520548,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU529,Lagos,Eti-Osa,Ward BA,2023,740,365,345,15,725,Eti-Osa-Lagos-2023,97.97297297,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU537,Lagos,Eti-Osa,Ward BB,2023,750,370,350,15,735,Eti-Osa-Lagos-2023,98,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU545,Lagos,Eti-Osa,Ward BC,2023,760,375,355,15,745,Eti-Osa-Lagos-2023,98.02631579,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU553,Lagos,Eti-Osa,Ward BD,2023,770,380,360,15,755,Eti-Osa-Lagos-2023,98.05194805,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU561,Lagos,Eti-Osa,Ward BE,2023,780,385,365,15,765,Eti-Osa-Lagos-2023,98.07692308,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU569,Lagos,Eti-Osa,Ward BF,2023,790,390,370,15,775,Eti-Osa-Lagos-2023,98.10126582,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU577,Lagos,Eti-Osa,Ward BG,2023,800,395,375,15,785,Eti-Osa-Lagos-2023,98.125,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU585,Lagos,Eti-Osa,Ward BH,2023,810,400,380,15,795,Eti-Osa-Lagos-2023,98.14814815,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU593,Lagos,Eti-Osa,Ward BI,2023,820,405,385,15,805,Eti-Osa-Lagos-2023,98.17073171,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU606,Kano,Fagge,Ward BH,2019,650,320,300,15,635,Fagge-Kano-2019,97.69230769,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU614,Kano,Fagge,Ward BI,2019,660,325,305,15,645,Fagge-Kano-2019,97.72727273,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU622,Kano,Fagge,Ward BJ,2019,670,330,310,15,655,Fagge-Kano-2019,97.76119403,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU630,Kano,Fagge,Ward BK,2019,680,335,315,15,665,Fagge-Kano-2019,97.79411765,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU638,Kano,Fagge,Ward BL,2019,690,340,320,15,675,Fagge-Kano-2019,97.82608696,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU646,Kano,Fagge,Ward BM,2019,700,345,325,15,685,Fagge-Kano-2019,97.85714286,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU654,Kano,Fagge,Ward BN,2019,710,350,330,15,695,Fagge-Kano-2019,97.88732394,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU662,Kano,Fagge,Ward BO,2019,720,355,335,15,705,Fagge-Kano-2019,97.91666667,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU670,Kano,Fagge,Ward BP,2019,730,360,340,15,715,Fagge-Kano-2019,97.94520548,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU678,Kano,Fagge,Ward BQ,2019,740,365,345,15,725,Fagge-Kano-2019,97.97297297,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU686,Kano,Fagge,Ward BR,2019,750,370,350,15,735,Fagge-Kano-2019,98,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU694,Kano,Fagge,Ward BS,2019,760,375,355,15,745,Fagge-Kano-2019,98.02631579,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU705,Lagos,Eti-Osa,Ward BV,2023,720,350,330,15,695,Eti-Osa-Lagos-2023,96.52777778,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU713,Lagos,Eti-Osa,Ward BW,2023,730,355,335,15,705,Eti-Osa-Lagos-2023,96.57534247,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU721,Lagos,Eti-Osa,Ward BX,2023,740,360,340,15,715,Eti-Osa-Lagos-2023,96.62162162,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU729,Lagos,Eti-Osa,Ward BY,2023,750,365,345,15,725,Eti-Osa-Lagos-2023,96.66666667,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU737,Lagos,Eti-Osa,Ward BZ,2023,760,370,350,15,735,Eti-Osa-Lagos-2023,96.71052632,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU745,Lagos,Eti-Osa,Ward CA,2023,770,375,355,15,745,Eti-Osa-Lagos-2023,96.75324675,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU753,Lagos,Eti-Osa,Ward CB,2023,780,380,360,15,755,Eti-Osa-Lagos-2023,96.79487179,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU761,Lagos,Eti-Osa,Ward CC,2023,790,385,365,15,765,Eti-Osa-Lagos-2023,96.83544304,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU769,Lagos,Eti-Osa,Ward CD,2023,800,390,370,15,775,Eti-Osa-Lagos-2023,96.875,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU777,Lagos,Eti-Osa,Ward CE,2023,810,395,375,15,785,Eti-Osa-Lagos-2023,96.91358025,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU785,Lagos,Eti-Osa,Ward CF,2023,820,400,380,15,795,Eti-Osa-Lagos-2023,96.95121951,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU793,Lagos,Eti-Osa,Ward CG,2023,830,405,385,15,805,Eti-Osa-Lagos-2023,96.98795181,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU806,Kano,Fagge,Ward CF,2019,650,320,300,15,635,Fagge-Kano-2019,97.69230769,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU814,Kano,Fagge,Ward CG,2019,660,325,305,15,645,Fagge-Kano-2019,97.72727273,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU822,Kano,Fagge,Ward CH,2019,670,330,310,15,655,Fagge-Kano-2019,97.76119403,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU830,Kano,Fagge,Ward CI,2019,680,335,315,15,665,Fagge-Kano-2019,97.79411765,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU838,Kano,Fagge,Ward CJ,2019,690,340,320,15,675,Fagge-Kano-2019,97.82608696,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU846,Kano,Fagge,Ward CK,2019,700,345,325,15,685,Fagge-Kano-2019,97.85714286,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU854,Kano,Fagge,Ward CL,2019,710,350,330,15,695,Fagge-Kano-2019,97.88732394,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU862,Kano,Fagge,Ward CM,2019,720,355,335,15,705,Fagge-Kano-2019,97.91666667,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU870,Kano,Fagge,Ward CN,2019,730,360,340,15,715,Fagge-Kano-2019,97.94520548,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU878,Kano,Fagge,Ward CO,2019,740,365,345,15,725,Fagge-Kano-2019,97.97297297,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU886,Kano,Fagge,Ward CP,2019,750,370,350,15,735,Fagge-Kano-2019,98,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU894,Kano,Fagge,Ward CQ,2019,760,375,355,15,745,Fagge-Kano-2019,98.02631579,Normal,12,3.833333333,Nigeria,Medium Score,"Fagge,Kano,Nigeria"
PU905,Lagos,Eti-Osa,Ward CT,2023,720,350,330,15,695,Eti-Osa-Lagos-2023,96.52777778,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU913,Lagos,Eti-Osa,Ward CU,2023,730,355,335,15,705,Eti-Osa-Lagos-2023,96.57534247,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU921,Lagos,Eti-Osa,Ward CV,2023,740,360,340,15,715,Eti-Osa-Lagos-2023,96.62162162,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU929,Lagos,Eti-Osa,Ward CW,2023,750,365,345,15,725,Eti-Osa-Lagos-2023,96.66666667,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
PU937,Lagos,Eti-Osa,Ward CX,2023,760,370,350,15,735,Eti-Osa-Lagos-2023,96.71052632,Normal,12,3.833333333,Nigeria,Medium Score,"Eti-Osa,Lagos,Nigeria"
